SMILES,Value,CASRN,MW,-log_value
NC1C=C(N)C(=CC=1)[N+]([O-])=O,4500.0,5131-58-8,153.16,-1.4680671560996936
COC1C=C(C=C(C=1)OC)OCC(O)CO,2100.0,27318-87-2,228.27,-0.9637704559137055
OCC1=CC=C(C=C1)OCCN1C=NC=C1,4860.0,100199-60-8,218.28,-1.3476223241511849
CC(O)CNC(C)(C)CC1C=CC(Cl)=CC=1,150.0,21564-60-3,241.79,0.20734707620097428
C1OC1C1CO1,210.0,298-18-0,86.1,-0.3872161432802645
CCC(C(CC)C1C=CC(=CC=1)OP(O)(O)=O)C1C=CC(=CC=1)OP(O)(O)=O,2000.0,101952-86-7,430.36,-0.6671980968220168
CC(=CC1C=CC=CC=1)C(C)=O,4100.0,1901-26-4,160.23,-1.4080400240309359
O=C1N=CNC2=NC(=O)NC12,1759.0,13231-00-0,152.13,-1.0630509741899257
ClP(Cl)C1C=CC=CC=1,200.0,644-97-3,178.98,-0.04822549191827488
OC(C1C=NC=CC=1)(C1C=CC(Cl)=CC=1)C1C=CC(Cl)=CC=1,5000.0,17781-31-6,330.22,-1.180166631270542
CC(=C)C(=O)CC,419.0,25044-01-3,98.16,-0.6302794732473476
CCOC1C=CC(=CC=1)[N+]([O-])=O,3300.0,100-29-8,167.18,-1.2953296189828474
CC1CSC2C(NC(=O)C(N)C3C=CC=CC=3)C(=O)N2C=1C(=O)OCOC(=O)C(C)(C)C,4000.0,27726-31-4,461.59,-0.9378035997415136
CCOP(=S)(OCC)SC1CCC2C=CCC1S2,140.0,5/1/6436,324.51,0.3651000487490681
FC(F)(F)C1NC2=C(N=1)C(Cl)=C(Cl)C(Cl)=C2Cl,0.245,2338-29-6,323.91,3.1212582717277035
CNCCO,1880.0,109-83-1,75.13,-1.3983444604239224
CC(C)(C)C(=O)C(OC1C=CC(Cl)=CC=1)N1C=NC=C1,400.0,38083-17-9,292.79,-0.13550375165671405
NC1=NC2C=CC=C(Cl)C=2O1,410.0,64037-11-2,168.59,-0.3859520460610147
CC=CC#N,501.0,4786-20-3,67.1,-0.8731152056982536
CCCCOCCOCCOC(C)=O,11920.0,124-17-4,204.3,-1.76600788877177
CN1C2CC(CC1CC2)OC(=O)C(CO)C1C=CC=CC=1,500.0,51-55-8,289.41,-0.23745647109209075
CNC(=O)C1C=C(OC)N(N=1)C1=CC(Cl)=CC=C1,1540.0,54708-68-8,265.72,-0.7630964770669512
NC1=NN=CS1,253.0,4005-51-0,101.15,-0.39815463406899443
ON=CC=NO,119.0,557-30-2,88.08,-0.13066965542883538
CC(=O)CC(=O)NC1C=C(C)C(=CC=1OC)S(O)(=O)=O,5000.0,72705-22-7,301.35,-1.2198988085320883
NC(=S)C1C(Cl)=CC=CC=1Cl,757.0,1918-13-4,206.1,-0.5650178877208598
OC1=CCC(=O)N=N1,3900.0,28382-15-2,112.1,-1.541458994431526
OC(=O)C1=NN(CC2C=CC(Cl)=CC=2)C2=CC=CC=C21,1140.0,50264-86-3,286.73,-0.5994317166291141
CC(C(O)=O)C1C=CC(=CC=1)OC1=NC=CS1,135.0,56355-17-0,249.31,0.2664059302162225
CCSC(=O)NC1CCCCC1,2300.0,32666-97-0,187.34,-1.0890973201235528
CC(=C)C(=O)OCC(CCCC)CCCCCC,26000.0,10097-26-4,254.46,-2.0093538251274645
N#CCNCC#N,710.0,628-87-5,95.12,-0.8729865071084402
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CCCC)CC,31000.0,94-28-0,402.64,-1.8864447764451897
O=C(OC1C=CC(Cl)=CC=1Cl)N1CCCC1,2200.0,40575-34-6,260.13,-0.9272322398791581
CC(C)=CC1C(C(=O)OCC2C=C(CC#C)OC=2C)C1(C)C,14000.0,27223-49-0,300.43,-1.6683847378922918
CCCCOC(=O)C1CC(CC1)C(=O)OCCCC,6500.0,4056-77-3,270.41,-1.3808906084837784
CC(O)C(O)=O,3543.0,72-17-3,90.09,-1.5946945654145337
COC(=O)CCS,181.7,2935-90-2,120.19,-0.17948659213286092
O=C1CCCN1C1CCCCC1,370.0,6837-24-7,167.28,-0.34475770425737956
CC(=O)Cl,910.0,75-36-5,78.5,-1.064171735575841
COC1C=CC=CC=1,3700.0,100-66-3,108.15,-1.5341752002918847
CCOP(=O)(OC(C1C=C(Cl)C=C(Cl)C=1)=C(Cl)Cl)OCC,20.0,2667-41-6,394.02,1.2944882710072565
CC(O)C(NC(=O)C1CC(CCC)CN1C)C1OC(SC)C(O)C(O)C1O,15645.0,154-21-2,406.61,-1.5851975121880273
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,685.0,584-79-2,302.45,-0.35503698264905603
CCCCCCCCCC1=CC(=CC=C1)OCCOCC(O)=O,880.0,56323-90-1,322.49,-0.43596641988323215
CNCCC1C=CC=CN=1,6110.0,5638-76-6,136.22,-1.6518003342959644
O=C1C(Cl)C2(Cl)C3C(COC3Cl)C1(Cl)C2(Cl)Cl,100.0,26501-80-4,358.85,0.5549129505683349
OC(=O)CNCP(O)(O)=O,10537.0,38641-94-0,169.09,-1.794599055914185
CN(C)CCNC(=O)C(C)(C)OC1C=CC(Cl)=CC=1,130.0,92320-57-5,284.82,0.3406271297951669
NC(=O)NC(=O)CC1C=CC=CC=1,1600.0,63-98-9,178.21,-0.9531879124558114
CN1CCCN=C1C=CC1=CC=CS1,170.0,15686-83-6,206.34,0.08413450482738319
CCCC1=CC=C(O)C=C1,500.0,645-56-7,136.21,-0.5647610114039352
CC1=NC=C(OC)S1,1250.0,38205-64-0,129.2,-0.9856474993489912
CC1=CC=CC(C(C)C2C=CC=CC=2)=C1C,2050.0,40766-31-2,210.34,-0.988831991472664
CC(NC)C(O)C1C=CC=CC=1,660.0,90-82-4,165.26,-0.6013761871214433
NS(=O)(=O)C1=CC(=CC=C1Cl)S(N)(=O)=O,340.0,671-95-4,270.74,-0.09892649246520413
[O-][N+](=O)OCCNC(=O)C1=CN=CC=C1,1220.0,65141-46-0,211.2,-0.7616659168129737
COC(=O)C(C)C1C=CC(=CC=1)C1=CSC=C1,2330.0,108912-17-0,246.35,-0.975803354415091
CCCCC=CCCCCCCO,11730.0,20056-92-2,184.36,-1.8036313126630465
COP(=O)(NC(=O)C(=O)OCC)SC,501.0,52868-53-8,241.23,-0.31740640903149775
OC1C=CC(=CC=1)C1CCCCC=1,2830.0,709-08-0,174.26,-1.2105887258262342
CN(C)CCC=C1C2C=CC=CC=2COC2C=CC=CC=21,147.0,1229-29-4,279.41,0.27892461057723744
OCCCCC(O)CO,15500.0,106-69-4,134.2,-2.062579182337318
OC(=O)C1=CC=CC=C1NC1C2=CC=CC=C2C(Cl)=CC=1Cl,8500.0,51671-08-0,332.19,-1.4080323710793108
C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1C=CC=CC=1,709.0,596-51-0,318.48,-0.34756407060702493
CC(CC1C=CC=CC=1)NC(C#N)C1C=CC=CC=1,37.6,17590-01-1,250.37,0.8233944444070539
ClC1C=C(Cl)C(Cl)=CC=1Cl,1500.0,95-94-3,215.88,-0.841878849662505
O=C(CN1CCCCC1)N1CCOC2=CC=CC=C12,200.0,49830-98-0,260.37,0.11456094742332659
COC1C=C(CC=C)C=CC=1OC(=O)NC,250.0,15037-58-8,221.28,-0.052997845906802274
ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,940.0,608-93-5,250.32,-0.5746323034615618
OC(CCN1CCCCC1)(C1CCCCC1)C1C=CC=CC=1,1630.0,52-49-3,301.52,-0.7328714799624093
CC1C=C(C=C(C=1O)C(O)=O)N=NC1C=CC(=CC=1)C1C=CC(=CC=1)N=NC1C(N)=C(C=C(C)C=1N)N=NC1C=CC(=CC=1)S(O)(=O)=O,9960.0,6360-54-9,664.76,-1.1755944592690548
C[N+]1(CCF)C2CC(CC1CC2)OC(=O)C(O)(C1C=CC=CC=1)C1C=CC=CC=1,740.0,63516-07-4,398.54,-0.2687598032649026
CCN(CCCN)CC,830.0,104-78-9,130.27,-0.80423367923105
CC1CC2=C(C(O)=C(C=C2Cl)C(=O)NC(CC2C=CC=CC=2)C(O)=O)C(=O)O1,22.0,303-47-9,403.84,1.2637866524058152
O=S(=O)(CCNC(=O)N(CCCl)N=O)N1CCCCC1,125.0,91893-36-6,326.85,0.4174384762938805
CC(NN)C1C=CC=CC=1,458.0,2126-84-3,136.22,-0.5266246020572793
ClCC1C=CC=CN=1,316.0,6959-47-3,127.58,-0.3939044848039621
CCN(CC)C1C=C(O)C(=CC=1)N=O,315.0,25953-06-4,194.26,-0.20992716938982567
COC1=CC2C(CC(=O)OC3C=C(C)C=CC=3)=C(C)N(C=2C=C1)C(=O)C1C=CC(Cl)=CC=1,98.0,67369-99-7,447.94,0.6599937699708206
OC(C1CCCCN1)(C1C=CC=CC=1)C1C=CC=CC=1,180.0,71-78-3,267.4,0.17188889782265945
CC1C=C(C)C=C(C)N=1,400.0,108-75-8,121.2,-0.518557371497695
C1CCN=C1C1=CN=CC=C1,1875.0,532-12-7,146.21,-1.1080241949528515
CN(C)C(=O)N1N=C(N=C1SC)C(C)(C)C,15.0,64632-00-4,242.39,1.2084234396299713
CC1=CC(=O)OC2C=C(C=CC1=2)OP(=S)(OC)OC,15.6,5826-85-7,300.29,1.2844162715830119
[O-][N+](=O)C1C=CC(=CC=1)SC1C=CC(=CC=1)[N+]([O-])=O,1490.0,1223-31-0,276.29,-0.7318211020025018
C1C=CC=NC=1C1=CC=CC=N1,256.0,366-18-7,156.2,-0.2145589357705681
OC(=O)CN(CP(O)(O)=O)CP(O)(O)=O,3925.0,2439-99-8,263.1,-1.1737188129955682
CC1CCOC(C1)C=C(C)C,4300.0,16409-43-1,154.28,-1.4451588253855823
CN(N=O)C(N)=O,110.0,684-93-5,103.1,-0.028134019874708514
CC(CC1C=CC=CC=1)NCCN1CON=C1C1C=CC=CC=1,649.0,49561-54-8,309.45,-0.3216542097715364
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(O)(O)=O,6100.0,6000-74-4,442.49,-1.1394263746523863
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,125.0,76-73-3,238.32,0.28025047719893076
CN(C)C(=O)C(C1C=CC=CC=1)C1C=CC=CC=1,1050.0,957-51-7,239.34,-0.6421740123764549
OCCN1CCN(CCCN2C3=CC=CC=C3SC3C=CC(Cl)=CC2=3)CC1,318.0,2015-28-3,404.02,0.10397574432084523
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,208.0,563-12-2,384.53,0.2668668929879691
CC(Cl)(Cl)C(=O)OCCOC1=CC(Cl)=C(Cl)C=C1Cl,1000.0,136-25-4,366.45,-0.43598527397088205
CCN(CCC1(C(=O)OC2=CC=CC=C12)C1C=CC=CC=1)CC,600.0,6009-67-2,309.44,-0.28757479798073593
OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O,1720.0,1703-58-8,234.18,-0.8659786452426566
CN1C(C2C=CC(Cl)=CC=2)S(=O)(=O)CCC1=O,605.0,80-77-3,273.76,-0.3443853824554438
CC(=O)CCC1=C(OC(=O)C2=CC(OC)=C(OC)C(=C2)OC)N(C2C=CC=CC=2)N(C1=O)C1C=CC=CC=1,3000.0,16006-75-0,516.59,-0.7639752597481276
CCCP(=O)(CCC)CCC,1410.0,1496-94-2,176.27,-0.9030407081445171
CCC(C)N,152.0,13952-84-6,73.16,-0.31756989114039325
COC1=CC2OC(C)(C)C(C(C=2C=C1)C1C=CC(=CC=1)OCC1CO1)C1C=CC=CC=1,800.0,111038-47-2,416.55,-0.2834228481860047
ClC1C=CC(CC2C=CC(Cl)=CC=2)=CC=1,1000.0,101-76-8,237.13,-0.6250134986988906
CCCCCCCCOC(C)=O,3000.0,112-14-1,172.3,-1.240835977271634
CC(C)NC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1,623.0,14334-41-9,293.49,-0.3268947384138877
CC(CC(C)C)CC(O)CC(C)C,17000.0,123-17-1,186.38,-1.9600496139807653
OC1C=CC=CC=1C(=O)OC1C=CC=CC=1,3000.0,118-55-8,214.23,-1.1462409669252314
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,430.0,375-73-5,300.12,-0.15617351780145913
OC1=CC2C=CC=CC=2C=C1,1960.0,135-19-3,144.18,-1.1333510501689323
CC(C)C(=O)C(C)C,3536.0,565-80-0,114.21,-1.490808124807006
OC1C=CC(Cl)=C(NC2=CC=CC=C2CC(O)=O)C=1Cl,774.0,69002-85-3,312.16,-0.3943637086324497
CN(C)C1C=CC(=CC=1)N=NC1C=CC=CC=1,200.0,60-11-7,225.32,0.051769746899331955
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1C(F)=C(F)C(F)=C(F)C=1F,85.0,75867-00-4,389.16,0.6607092690063049
CCSP(=O)(OC)OC,13.8,6389-81-7,170.19,1.091054951883128
C1C=CCCC1C1OCC2(CC=CCC2)CO1,5190.0,1820-50-4,234.37,-1.3452653378244386
NC1C=CC(=CC=1NC(=O)C1=CN=CC=C1)C(F)(F)F,850.0,59214-90-3,281.26,-0.4803109532878056
CC(C)(C)CCCCCCC(O)=O,2066.0,68938-07-8,186.33,-1.0448475332183886
CN1C=CC(=O)NC1=O,8150.0,27942-00-3,126.13,-1.8103392130084401
CC(C)C1CCC2C(CCC3C(C)(CO)CCCC32C)=C1,70000.0,26266-77-3,290.54,-2.381892107820113
CCOP(=O)(OC1C=CC(Cl)=CC=1Cl)OC1C=CC(Cl)=CC=1Cl,6200.0,36519-00-3,416.02,-1.173277479831008
OC(C1CCCCN1)C1C=C(N=C(C=1)C1=CC=C(C=C1)C(F)(F)F)C(F)(F)F,518.0,66364-74-7,404.39,-0.10752935218956348
CC(C)(C)OCC1CO1,2000.0,7665-72-7,130.21,-1.186385656761702
ClCCOCCC(OCCCl)OCCCl,710.0,688-78-8,279.61,-0.4047056492163994
CC(CC(C)C)CC(CC(C)C)OCCO,5650.0,60828-78-6,230.44,-1.3894905812649494
CCCCC(COC(=O)C1C=CC=CC=1)CC,2500.0,5444-75-7,234.37,-1.0280379886480182
COC(=O)CCBr,1600.0,3395-91-3,167.01,-0.981377506629324
CC(O)(P(O)(O)=O)P(O)(O)=O,3550.0,29329-71-3,206.04,-1.2362768118465528
O=C(CC1C=CC=CC=1)OCCC1C=CC=CC=1,15000.0,102-20-5,240.32,-1.795301343731607
CN(C)CC(=O)N=NCC1=C(Cl)N=C2SC=CN21,1500.0,102410-20-8,285.79,-0.720044230614724
CNCCON=C1C2=CC=CC=C2CCC2=CC=CC=C21,860.0,13055-76-0,280.4,-0.4867204419489467
CSCOC(=O)C(CC(=O)OCSC)SP(=S)(OCC)OCC,3.7,32744-43-7,422.6,2.0577277686492996
CC(=C)CCl,848.0,563-47-3,90.56,-0.9714594384125176
COC1C=CC(=CC=1OC)C(CCCC1C=CC=CC=1)N(C)C,500.0,9/4/5974,313.48,-0.20276016624013432
CC(CCC(O)=O)C1CCC2C3C(CCC21C)C1(C)CCC(O)CC1CC3O,4600.0,128-13-2,392.64,-1.0687632906346638
[O-][N+](=O)C1C=CC(=CC=1)OC1C=CC(=CC=1Cl)C(F)(F)F,1000.0,42874-01-1,317.66,-0.49803746843682595
C1C2CC(CN3CCCCC32)C2CCCCN21,960.0,90-39-1,234.43,-0.6122580454854447
CC(C)=CCC(CCN(CC)CC)(C(N)=O)C1=CC=CC2=CC=CC=C21,71.0,50765-89-4,352.57,0.6959870069221923
CN(C)CCN(CC1C=CC=CC=1)C1C=CC=CC=1,300.0,2045-52-5,254.41,-0.0715870767548245
NC1CCCCC1,1650.0,7346-79-4,99.2,-1.2209722720597276
C1=CC=CC2NN=NC=21,560.0,95-14-7,119.14,-0.6721304312433745
CCC(=O)OC,5000.0,554-12-1,88.12,-1.7538955158572889
CCC(C)C1=CC(O/C(/O)=N/C)=C(Cl)C=C1,50.0,2917-19-3,241.74,0.6843785134360026
OC(=O)CCC(=O)C1=CC2C3=CC=CC=C3OC=2C=C1,1283.0,38873-55-1,268.28,-0.6796383587063146
CCCNNC1C=CC=CC=1,13.0,73941-13-6,150.25,1.0628711283679404
CCCCCCC1C=CC(O)=CC=1O,550.0,136-77-6,194.3,-0.45188988889446124
CN1CCN(CC1)C1=NC2=CC=CC=C2OC2C=CC(Cl)=CC=21,151.0,10/2/1977,327.84,0.33668499376395034
CCC1(CCC(=O)NC1=O)C1C=CC=CC=1,600.0,77-21-4,217.29,-0.44111151046326547
C(NC1=NC=NC2=C1N=CN2C1CCCCO1)C1C=CC=CC=1,1640.0,2312-73-4,309.41,-0.724309502244022
O=S(=O)(Cl)C1C=CC=CC=1,1960.0,98-09-9,176.63,-1.0451916024210248
CN(C)CC1CCCCC1,1230.0,16607-80-0,141.29,-0.939793686310616
CC1=NC(=O)N(C(C)CC)C(=O)C1Br,5200.0,314-40-9,261.14,-1.2991299438580017
CC(C)(C)CCCCC(O)=O,2066.0,59354-78-8,158.27,-1.1157317148239851
CC1C(=O)C(OC)=C(OC)C(=O)C=1CCCCCCCCCCO,10000.0,58186-27-9,338.49,-1.4704541571382759
CC1(C)C(O/C(/O)=N/C)C2(C)CC1CC2,500.0,17578-44-8,211.34,-0.3739883012486496
CC1=NC=CN=C1SCC1=CC=CO1,1000.0,59035-98-2,206.29,-0.6855218241358181
CCC1(O)C2C=C3C4=NC5C=CC=CC=5C=C4CN3C(=O)C=2COC1=O,153.0,3/4/7689,348.38,0.35736178400552515
NC(=O)OC1CCCCC1,2200.0,1124-54-5,143.21,-1.186449336082304
CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CCCC)CC,18000.0,18268-70-7,446.7,-1.6052565526314675
CC(O)C(O)=O,3543.0,50-21-5,90.09,-1.5946945654145337
CC(=O)ON(C(=O)OC(C)C)C1C=CC=CC=1,3400.0,4212-94-6,237.28,-1.1562177833579483
CC1C=CC(=CC=1)N(C)C,1650.0,99-97-8,135.23,-1.0864108961795607
CC(C)(C)CC(C)(C)C1C=CC(=CC=1)OCCOCC[N+](C)(C)CC1C=CC=CC=1,368.0,121-54-0,412.7,0.0497866502038983
CC(C(O)=O)C1=CC2=C(C=C1)OC1=CC=CC=C1C2=O,720.0,30087-33-3,268.28,-0.42874419876265457
O=C1C2=CC=CC=C2C2=CC=C3C4C2=C1C=CC=4C1C=CC2=C4C(=NN3C=14)C1=CC=CC=C1C2=O,13900.0,6247-39-8,446.47,-1.493222517930259
CC(=O)C(Br)CCC(=O)OC,600.0,64037-74-7,223.08,-0.42969061456412017
C=CCOC=O,124.0,1838-59-1,86.1,-0.15841853370858033
CCCCC1C(=O)NN(C2C=CC=CC=2)C1=O,1750.0,2210-63-1,232.31,-0.8769701438738134
CNC(=O)OC1=CC(C)=C(NS(=O)(=O)CC)C(C)=C1,780.0,64748-21-6,286.39,-0.43513675323287604
CN(C)N=NC1C=CC(=CC=1)C1C=CC=CC=1,347.0,7203-95-4,225.32,-0.18752973222756056
CCC(=O)N(C1CCN(CCC2C=CC=CC=2)CC1)C1C=CC=CC=1,18.0,437-38-7,336.52,1.2717383751402669
O=C(OC1CC2CCN1CC2)C1C=CC=CC=1,250.0,7348-26-7,231.32,-0.03372682504048058
OC(=O)CC1C=CC(OCC2CC2)=C(Cl)C=1,895.0,63007-70-5,240.7,-0.570346945040882
SC1=NC2C=CC=CC=2S1,100.0,149-30-4,167.27,0.22341805690529426
CC1ON=CC=1C(=O)NC1C=CC(=CC=1)C(F)(F)F,235.0,75706-12-6,270.23,0.06066569896210034
CC(C)(C)NCC(O)COC1C=C(Cl)C=CC=1Cl,1300.0,54247-25-5,292.23,-0.6482185542415104
CC1=CC(=NC(CCC)=N1)OC(=O)N(C)C,200.0,2532-49-2,223.31,0.04787817589638339
N#CC(O)C1=CC(=CC=C1)OC1C=CC=CC=1,800.0,61826-76-4,225.26,-0.5504059072146761
COP(=S)(OC)SCSC1=CC(Cl)=CC=C1Cl,220.0,3735-23-7,349.28,0.20075103754285772
CN(C)CCCN1C2=CC=CC=C2C(C)(C)C2C=CC=CC1=2,1850.0,4757-55-5,294.48,-0.7981159239644036
CC(C)(C)OO,800.0,75-91-2,90.14,-0.9481724332569849
CC(C)=CCC(=O)C1C=COC=1,25.0,59204-74-9,164.22,0.8174860391217297
CN(C)C(=O)C1C=C(OC)N(N=1)C1C=C(Cl)C=CC=1,790.0,54708-51-9,279.75,-0.45085699609005375
CCCCC(CC)OCCO,2280.0,10138-47-3,160.29,-1.1530284180978854
CC1=NC=C(CO)C(COC)=C1O,2150.0,3131-27-9,183.23,-1.0694418783141113
CCC(CC)(C(O)=O)C1=CC=CC2=CC=CC=C21,1080.0,1085-91-2,242.34,-0.6489986519333178
CC(C)OP(=O)(OC(C)C)SCC1C=CC=CC=1,550.0,26087-47-8,288.38,-0.2803975520003444
C=CC(=O)OCC(O)COCCCCOCC(O)COC(=O)C=C,200.0,52408-42-1,346.42,0.238572961696629
CCOC1=CC=CC=C1N1CCN(CCCCC2=CC3CCC(=O)NC=3C=C2)CC1,500.0,80834-62-4,407.61,-0.08872517421373671
CC(SCC)C1(CC)C(=O)NC(=S)NC1=O,772.0,66968-39-6,260.42,-0.47194296576947564
OCCI,50.0,624-76-0,171.97,0.5364826869271999
CP(O)(=O)CCC(N)C(O)=O,1510.0,51276-47-2,181.15,-0.9209386089226138
CCC1OC2=CC=CC=C2C=1C(=O)C1=CC(Br)=C(O)C(Br)=C1,248.0,3562-84-3,424.09,0.23300635113355997
FC(F)(F)C1NC2C=C(Br)C=C(Br)C=2N=1,5.977,6609-53-6,343.93,1.759986803867969
CC1C=CC(=CC=1)C1CCN(CC=1)CC=CC1=CC2CCC(=O)NC=2C=C1,500.0,80834-70-4,358.52,-0.14445661658502318
[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,100.0,121-82-4,222.15,0.34664631757688974
O=C1NC2=CC(Cl)=C(Cl)C=C2O1,700.0,5285-41-6,204.01,-0.5354465841649375
COP(=O)(OC(=CCl)C1C=C(Cl)C(Cl)=CC=1Cl)OC,1480.0,22248-79-9,365.96,-0.6068280964721938
C1=CC=CC=C1[I+]C1C=CC=CC=1,60.0,1483-72-3,281.12,0.6707404937675762
CN(C)CC=C(C1=CN=CC=C1)C1C=CC(Br)=CC=1,844.0,60525-15-7,317.25,-0.42494081585891263
CCP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2C1=O,14.0,24017-24-1,329.41,1.371608743365875
CCCC1=CC=NN1,616.0,7231-31-4,110.18,-0.7474779441271229
FC(F)(F)C(F)(Br)Br,54650.0,25497-30-7,259.82,-2.3229175878500006
CC1N=CC2=COC(OCCO)=C2C=1O,2200.0,73839-78-8,209.22,-1.0218194830625862
CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2CC(C)(C)OC1=2,53.0,65907-30-4,382.53,0.8583896308654464
CC1CCCC2N1C(=O)C(=CN2C(=O)CC)C(=O)OCC,2973.0,33499-11-5,294.39,-1.0042718556406314
CCCCOCC(O)COC1C=CC=CC=1,2370.0,3102-00-9,224.33,-1.023860989666391
OC(C1CCCCN1)C1=CC(=NC2C(=CC=CC=21)C(F)(F)F)C(F)(F)F,880.0,51773-92-3,378.35,-0.36658893384658264
CC1(C)C2CC(O)C1(C)CC2,5200.0,124-76-5,154.28,-1.5276937134407949
OCCCC(O)CO,7800.0,14697-46-2,120.17,-1.8122985415181205
CC(C)(C)C1=CC(CCC(=O)OCCSCCOC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C,6300.0,41484-35-9,643.03,-0.9911093144290051
CCC(O)=O,2600.0,79-09-4,74.09,-1.5452137531884076
CCCCCCCCCCCC[N+](C)(C)CC(O)CCl,1070.0,41892-01-7,307.0,-0.5422454022080232
COP(=S)(SCCC)SCCC,16.0,3/4/4104,244.42,1.184016757107149
CCOP(=S)(OCC)SC(CBr)N1C(=O)C2=CC=CC=C2C1=O,18.0,10312-20-6,438.33,1.3865286903706164
CCCN(N=O)C(N)=O,480.0,816-57-9,131.16,-0.5634398293782596
CN(C)CCOC1C=CN=C(N)N=1,1500.0,102207-77-2,182.26,-0.9153998931182046
C=CC=C,5480.0,106-99-0,54.1,-2.0055832933777995
CC(C)C1CCC(C)CC1OC(C)=O,7620.0,16409-45-3,198.34,-1.584544662442209
CC(=O)CCC(=O)N(CC)CC,4760.0,6946-94-7,171.27,-1.4439256549941477
FC1C(Br)=C(Cl)C2N=C(NC=2C=1Br)C(F)(F)F,6.282,89427-33-8,396.36,1.799991887676553
N#CC1=CC=CC=C1Cl,396.0,873-32-5,137.57,-0.4591714486463543
COC1C(C(O)=O)=C(Cl)C(Cl)=CC=1Cl,300.0,2307-49-5,255.48,-0.06976434723371504
C[N+]1=CC(=CC=C1)C([O-])=O,5000.0,535-83-1,137.15,-1.5617741923954704
CC1=CC=C(C=C1)C#N,3800.0,104-85-8,117.16,-1.5110042336072491
CCCC=O,5890.0,123-72-8,72.12,-1.9120595767367372
COC1C=C2C3CC(=O)C(CN3CCC2=CC=1OC)CCC#N,620.0,23158-25-0,314.42,-0.29488152613412455
CCCCCCCC(=O)NO,10700.0,3/9/7377,159.26,-1.8272770662949736
N#CC(Cl)CCl,22.0,2601-89-0,123.97,0.7508939203821253
CCCCCCCCOC(=O)C1C=CC=CC=1C(=O)OCCCCCCCC,47000.0,117-84-0,390.62,-2.0803433822525133
CN(C)C(CSC(N)=O)CSC(N)=O,250.0,15263-52-2,237.39,-0.022477588224865924
COCCCO,5710.0,1589-49-7,90.14,-1.8017185545108894
CN(C)CC(C)CN1C2=CC=CC=C2SC2C=CC=CC1=2,210.0,84-96-8,298.49,0.15271049125888303
NC1C(=CC(Cl)=CC=1Cl)C(O)=O,4120.0,2789-92-6,206.03,-1.3009667534996723
NC1C=CC(=CC=1)N=NC1C(=CC2=CC(=C(N=NC3C=CC=CC=3)C(O)=C2C=1N)S(O)(=O)=O)S(O)(=O)=O,3000.0,5850-39-5,542.6,-0.7426414652940851
CC1(CCl)COC1,1120.0,822-48-0,120.59,-0.9679067275102012
CON=CC1CN(CCC=1)C(=O)OCC,200.0,145071-30-3,212.28,0.025879083293366783
CN1CCN=C(C2C=C(Cl)C=CC1=2)C1C=CC=CC=1,900.0,11/5/2898,270.78,-0.5216259255355354
CC(CC(=O)N(CCO)CCO)=CC1C=CC=CC=1,1500.0,58458-54-1,263.37,-0.7555249553109884
O=C(C=CC1C=CC=CC=1)OCCC1C=CC=CC=1,5000.0,103-53-7,252.33,-1.297001116640819
COC(=O)NC1C=CC(=CC=1C(C)C)OC(=O)NC,27.0,13613-99-5,266.33,0.9940563249259591
CC(=O)CNC(C)(C)CC1=CC=C(Cl)C=C1,250.0,17191-84-3,239.77,-0.018145165395055843
CC(=O)OCC1=CC=C(C=C1)C(C)C,1450.0,59230-57-8,192.28,-0.8774338887783656
C[Si](C)(C)CC(O)=O,3000.0,2345-38-2,132.26,-1.3556927363516995
CNC(=O)OC1C=C(C=CC=1)N=CN(C)C,20.0,23422-53-9,221.29,1.0439317931257013
CN(C)C(=O)N(C1=CC(Cl)=C(Cl)C=C1)C(=O)C1C=CC=CC=1,5000.0,12/1/3134,337.22,-1.1710566802811209
CC(C)(O)C(=O)C1C=CC=CC=1,1694.0,7473-98-5,164.22,-1.0134873582009207
O=C(NC(CCC1=CC2OCOC=2C=C1)CCC1=CC2OCOC=2C=C1)C1C=CC(Cl)=CC=1,1800.0,56903-65-2,465.96,-0.5869238685096336
CC(C)C1C=CC(=CC=1)C#N,3900.0,13816-33-6,145.22,-1.4290381746053222
